getpwuid_r did not find a match for uid 501
Filtering the log data using "process == "App" OR process == "WebContent" OR subsystem CONTAINS "ai.elizaos" OR composedMessage CONTAINS "mixed" OR composedMessage CONTAINS "WebSocket""
Timestamp                       (process)[PID]    
2026-07-04 17:15:15.886843-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e90b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.891422-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9110 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.893904-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e90b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.896604-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9170 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.900620-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9110 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.902061-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e91d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.902497-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9170 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.903132-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e91d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.906734-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9230 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.909153-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e93b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.910138-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9410 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.910645-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9230 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.913147-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e93b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.919799-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9470 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.919896-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9410 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.924267-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9470 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.960162-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e94d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.961767-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9530 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.963447-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9590 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.967264-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e95f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.975236-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e94d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.975286-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9530 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.975309-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9590 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.975333-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e95f0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.975740-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9650 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.978318-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9650 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.978479-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e96b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.980371-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9710 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.986192-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e96b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.987478-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9710 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.988227-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9950 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:15.991869-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Loading] 0x106009218 - [pageProxyID=12, webPageID=13, PID=47197] WebPageProxy::didNavigateWithNavigationDataShared:
2026-07-04 17:15:15.991962-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:Loading] 0x106009218 - [pageProxyID=12, webPageID=13, PID=47197] WebPageProxy::didSameDocumentNavigationForFrameViaJSHistoryAPI: frameID=1, isMainFrame=1, type=1
2026-07-04 17:15:16.000792-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9950 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.014256-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea130 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.023904-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea130 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.025146-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea5e0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.030877-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea5e0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.065035-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea6a0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.066018-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea700 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.068283-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea760 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.074540-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea6a0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.074630-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea700 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.074660-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0ea760 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.076043-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eabb0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.079526-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eae20 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.081062-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eabb0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.081557-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eae20 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.083255-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eae80 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.088334-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eaee0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.090247-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb030 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.094440-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eae80 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.095414-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eaee0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.095463-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb030 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.099409-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb270 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.103932-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb270 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.104219-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb2d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.107304-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb2d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.107488-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb330 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.109934-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb390 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.115183-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb330 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.115288-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb390 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.119274-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb5d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.124235-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0eb5d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.367251-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8240 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.370237-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8240 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.780902-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8360 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.781505-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8360 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.867179-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9080 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.867865-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9080 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.868667-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9140 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.869088-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9140 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.869737-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e91a0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.870179-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e91a0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.924065-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e93b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.924833-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e94d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.925243-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e93b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:16.925293-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e94d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:17.309318-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e82d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:17.309939-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e82d0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:17.886186-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e84e0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:17.887588-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e84e0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:18.002640-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8ab0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:18.003296-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8ab0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:18.817262-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8ab0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:18.818168-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8ab0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:19.198467-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8ab0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:19.202633-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8ab0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:19.405237-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9050 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:19.408262-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9050 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.326275-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9050 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.326968-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9050 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.394772-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e93b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.395264-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e93b0 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.765313-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8330 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.765986-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e8330 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.910212-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9110 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::Activity: Starting foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
2026-07-04 17:15:20.910749-0400  localhost App[46840]: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x12b0e9110 - [PID=47197, throttler=0x12b000d08] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'WebPageProxy::runJavaScriptInFrameInScriptWorld'
